,Performance,Student ID
2261,Below Average,fd3650af3a866414
2262,Bad,cccf974f69a2475c
2263,Abysmal Failure,4ba60cdecf625d7c
2264,Good,6275946be07a1783
2265,Above Average,2cd9cb2232e9d1d2
2266,Outstanding,613129c4d156661e
2267,Failure,a1ef4715b5786a4b
2268,Bad,0fde8ddd128e62b2
2269,Above Average,e992bbbfb83c5522
2270,Great,a41af76407b996ca
2271,Perfect,a142011ba8c28554
2272,Perfect,82c8ea2d73525535
2273,Outstanding,f8c48b0b6de93417
2274,Good,ac45dad676e5d47d
2275,Horrible,65b041ef673faac3
2276,Below Average,b068569ecdff6278
2277,Failure,4168629639bb5621
2278,Perfect,31b2bf3492e13616
2279,Horrible,89d087efb4fe4b61
2280,Good,a03d0a430f65e880
2281,Average,af9f50fe7b37938d
2282,Failure,441d455a18b39648
2283,Average,96928ffa02007d71
2284,Great,595c665fe2ba69a0
2285,Above Average,13413c6125535fd1
2286,Failure,7d1927b98e68bde2
2287,Above Average,f04ddea14b31ac4b
2288,Perfect,cfc116ab5ffc6328
2289,Above Average,6c0e1593b805c970
2290,Outstanding,132af9b1201498fb
2291,Good,51ce4e9bbaf4e0f8
2292,Unsatisfactory,a900c741c1ab32a8
2293,Perfect,601e3cd5c370762d
2294,Unsatisfactory,7064f7ca0061ae0e
2295,Below Average,c8f8f25da45f0ae3
2296,Great,3f4fc8b1a1e039e6
2297,Good,7fabb73811980f8d
2298,Excellent,81a0624f9534e8dd
2299,Terrible,21d770ca5a2da991
2300,Average,1e71d1ead5dfbff8
2301,Average,eab95e2d65f3a2e8
2302,Above Average,d62fefb5753f611a
2303,Above Average,715dd19a20936363
2304,Great,c332e757c5e109c1
2305,Perfect,6cf26d2e1d213fa7
2306,Below Average,906df34b08d280ec
2307,Outstanding,a9e425ca1d9d67f3
2308,Bad,fac3f1d7e8c8002c
2309,Terrible,9cf7daed4e03c639
2310,Below Average,863a0403b0b30c6d
2311,Above Average,9e93183f00d954c0
2312,Above Average,54c18f4636cf9f1e
2313,Unsatisfactory,0b1ecd03a504bd3d
2314,Horrible,ae5f84c8f944ec4d
2315,Excellent,52252806038e116e
2316,Excellent,7c0da362e00a462f
2317,Horrible,eb133b2394426aee
2318,Average,8975022decd4dd2b
2319,Unsatisfactory,9bcb0a5fb5f4d973
2320,Abysmal Failure,e5798e3d030270d0
2321,Failure,9794ce5c6e5dc8fe
2322,Abysmal Failure,3580e4971c030cd0
2323,Excellent,2eb5310a0f0dfbdb
2324,Bad,8fad2cf934c313af
2325,Above Average,e85193f9c060468e
2326,Excellent,9275f90e46829597
2327,Good,ae083abc03ff0eb5
2328,Outstanding,5bce3e35664a4605
2329,Great,7d853c66ebe5d2cc
2330,Below Average,e4cba98c4b000116
2331,Below Average,f0a3fecec4b8ea0f
2332,Great,1d936d45ba8fab1c
2333,Perfect,c434544f5223a787
2334,Average,ec5aca573a181a0b
2335,Great,eacaed2dfab1e614
2336,Great,01f5d1b9fedfd226
2337,Above Average,eb5c45ad602ba8ec
2338,Terrible,ee91236325705760
2339,Great,deec1a0cc258216e
2340,Bad,3ca0f66e83155e4d
2341,Below Average,ca2a7d74c1863e16
2342,Great,f8081a498ec854ce
2343,Bad,67197f5cce220899
2344,Below Average,ca3c0f37c2b0d7ce
2345,Terrible,30e4af67f9d66d54
2346,Above Average,bb3c35165c6f656b
2347,Great,cf547c17ebbdacdb
2348,Abysmal Failure,daa5ce62a25c2538
2349,Bad,ba5d459bb3bc8b91
2350,Abysmal Failure,fce38ced8b4d99f0
2351,Average,a95f039debb9abe0
2352,Good,58395c274ef03cc2
2353,Outstanding,9a01c8bb653b9688
2354,Great,65562bd9dc1b9d31
2355,Horrible,bf104480dc469360
2356,Failure,8ec0c6bbf4deee1d
2357,Below Average,77ca2206676cf2bc
2358,Above Average,b49727f3ac1870f5
2359,Great,0d9bfb20efe51ff4
2360,Unsatisfactory,5cf934efe62743c6
2361,Good,f13b051499764a29
2362,Good,245aa8790cfbb2cd
2363,Bad,fa804088022f1e77
2364,Horrible,834474a4a0417f3a
2365,Perfect,81e1a2b1f1604de1
2366,Failure,f0f489344e37a23c
2367,Outstanding,6f8e9877e25fae21
2368,Outstanding,74da44dd7914520e
2369,Below Average,268ca67ec06fb0a8
2370,Excellent,00a48e4c6de6293f
2371,Terrible,cf82b0dac5300555
2372,Excellent,24fa906c47dbe910
2373,Excellent,136c6694139d2165
2374,Terrible,c14cff69c5a36da2
2375,Failure,db7362badebe881c
2376,Outstanding,092f2de89a3eb8ed
2377,Failure,3c38ebca03b251dc
2378,Excellent,2e74b4bdf09668bf
2379,Perfect,b80c410f5497561f
2380,Below Average,d2daa3c24093eafa
2381,Abysmal Failure,a6162d709bf370d3
2382,Average,c533c21857c99b91
2383,Perfect,750f8babfab29f7e
2384,Horrible,f30a196e23289815
2385,Below Average,e6f2e47f4958fa3b
2386,Failure,cb0548676a144893
2387,Unsatisfactory,6041b3ce317f15a5
2388,Excellent,44f05ad1509d9687
2389,Unsatisfactory,145cb74257ae6b39
2390,Abysmal Failure,d9622ff9fda85337
2391,Unsatisfactory,f639e9665574fc37
2392,Excellent,bc068ec722116344
2393,Great,8bbfc611f175d0c3
2394,Terrible,dd247754b7b6e122
2395,Excellent,84d98644b4c27114
2396,Unsatisfactory,6be1a6b66052163f
2397,Below Average,176573700dbb6bf6
2398,Good,6becc00e12200787
2399,Outstanding,76216bd0f099633a
2400,Perfect,f69aeedee44b6590
2401,Unsatisfactory,9c82379d5c06e0ec
2402,Good,55a9680456b970f0
2403,Perfect,c6a48e0ca9e2c0ce
2404,Above Average,cdf0da8f74b0de49
2405,Abysmal Failure,c49632cc671f8a1f
2406,Above Average,e7b46f4f52dc0131
2407,Above Average,80b4cc741bec5eb8
2408,Outstanding,e10922c931e5ee30
2409,Excellent,8843e07353bc6ec0
2410,Excellent,d40edd7ceac479ea
2411,Failure,2f1dcff32cb10dc0
2412,Great,948d65e50c938ec5
2413,Bad,905a168a80edfed6
2414,Bad,14054bc67aded26a
2415,Outstanding,9179af998af3ddea
2416,Outstanding,e2a249dfe7a4ec0b
2417,Great,10d54edfd8da5adf
2418,Perfect,507c176ebcec4131
2419,Failure,0470833cfeab67ff
2420,Below Average,64d5352e5ebe68f5
2421,Terrible,dc1887e67ff46dbd
2422,Failure,516a778151071cae
2423,Average,28302c18ed5df072
2424,Abysmal Failure,4a8e57d910b2ca53
2425,Unsatisfactory,f4935f8b3e341abd
2426,Great,9fd135551cd943e6
2427,Outstanding,9817be76394483f9
2428,Abysmal Failure,5086166707965f62
2429,Bad,400df06db55fe800
2430,Great,f621afa11e6effed
2431,Terrible,16c5f4879423e828
2432,Outstanding,93ffe1d24d2428e8
2433,Failure,8d8721f179efa684
2434,Bad,0555ebdda9c15485
2435,Failure,c5634e81426c535e
2436,Excellent,948b5dc5e4625508
2437,Excellent,24c2245abed3251c
2438,Terrible,9c3b840a0f1869f6
2439,Excellent,23c3cafc7f27be45
2440,Terrible,90637ce38c88f40c
2441,Excellent,54d912f0b8de9837
2442,Above Average,62afb17d59cd8b01
2443,Excellent,c4ef5074f5d2ec53
2444,Unsatisfactory,761d09b9bb268bc6
2445,Below Average,8256e32544a1bbe0
2446,Outstanding,9eb37557313d3285
2447,Above Average,1cd76ff2c2656b01
2448,Terrible,60524faecc44e751
2449,Abysmal Failure,7c48f102442a900d
2450,Excellent,c38f84174c4463f0
2451,Perfect,dc0a860a19cbdb9d
2452,Excellent,ba3995f1935f831f
2453,Great,345e90663744c86a
2454,Below Average,2cfbe2a518363212
2455,Excellent,f7f566deb53b6790
2456,Below Average,be2e88b6f593c35e
2457,Unsatisfactory,6880d66c4eb2f84c
2458,Excellent,3c11f1524c62d875
2459,Great,74120b2fc43bd2e3
2460,Failure,017e1d917f37b58a
2461,Horrible,58727cc7b9f94e9b
2462,Failure,aa129d12a0faaec4
2463,Great,9571c94195ec603c
2464,Excellent,d35818536d53a0a4
2465,Unsatisfactory,fdfb8a26ce716c3a
2466,Below Average,c1c1a9ce49b7ce9b
2467,Great,4bfff454947061f5
2468,Bad,b457461623b57585
2469,Average,1291cd24fffbb811
2470,Average,4c2eb310c418b7fb
2471,Abysmal Failure,9e621c3724440663
2472,Below Average,a26380eb44b92597
2473,Unsatisfactory,5e99add9f4cc86bf
2474,Terrible,f582e06627ce8d72
2475,Unsatisfactory,1df770042a1eaee9
2476,Great,dec17949df2f1785
2477,Abysmal Failure,03c840324a603ebd
2478,Average,1da129e344eee819
2479,Above Average,173bb8f0270b81f0
2480,Terrible,79f4d60aa8c0459b
2481,Above Average,c919affe7f3cdec6
2482,Abysmal Failure,b489a647e7909ad2
2483,Bad,b015659f531ad41c
2484,Excellent,5891b5d446b21d80
2485,Above Average,9c4e14c38d2b5abb
2486,Above Average,85ae0b4159932f16
2487,Below Average,5b26ca95b24df917
2488,Good,25188a12970acc05
2489,Unsatisfactory,59840740310888a9
2490,Terrible,617ca7cf097b5c08
2491,Excellent,5019f5c9853c55ef
2492,Horrible,3c87bb86d98cf872
2493,Excellent,9647e3b2431ccabf
2494,Above Average,e3a088a9c19b5786
2495,Below Average,b1f8d60612a284d9
2496,Below Average,b3b50043f78b07ca
2497,Average,3202cd0bbee4e41d
2498,Abysmal Failure,201ae3bad305e6d4
2499,Abysmal Failure,f86377e40deaddf4
2500,Good,ae607ad802ffb2bf
2501,Average,337b568a58153e49
2502,Average,a425b2792ecb5937
2503,Failure,db3f6719b8b48b73
2504,Bad,f43e2e837c2d11c1
2505,Great,f59dcc7bcaa2db62
2506,Perfect,1154423e1f764d1a
2507,Outstanding,3ab4f974f9241b93
2508,Perfect,5c5264f4d82866ec
2509,Bad,3b9a225765888c1e
2510,Below Average,b857617e462bf37a
2511,Perfect,be87ca0ea630daa7
2512,Good,2cc3638c1fda5483
2513,Unsatisfactory,cf0380d8b5cfac78
2514,Good,c7e94f0c65e4c0e6
2515,Great,c56b877be8810548
2516,Above Average,7cafd9ac6bf0dd71
2517,Failure,f4f8521b4f75bbd0
2518,Good,5c54fd01e62b3c68
2519,Excellent,f71f04963bb8eef1
2520,Bad,2d333549bf84ede5
2521,Outstanding,58da00d44c1d2633
2522,Perfect,70adda487d2a2268
2523,Bad,ac51ff5034b5e419
2524,Failure,55cfc3a37bbadf18
2525,Excellent,f98ee0848117c50c
2526,Great,eee2128a5a2d871e
2527,Great,18d01418e3d590e6
2528,Terrible,cefc3be4986e62e2
2529,Horrible,6f56254eaf6b481d
2530,Horrible,aa1fe38e8f311cc4
2531,Good,4f88625b517cfb68
2532,Bad,6ec30ff06d0f8653
2533,Good,5419cd2a6c25b01c
2534,Horrible,8777394c677bb40a
2535,Great,f949e0a1293a2fca
2536,Failure,604afc781f67a148
2537,Terrible,a18f8208e2362707
2538,Bad,9efcc69c753c9e61
2539,Outstanding,fc515b97afdffdbe
2540,Perfect,ea7cc0b53826099a
2541,Great,6e9ae8611d0100e0
2542,Horrible,6bd657d30ed5a6b2
2543,Excellent,88cc817f960cd743
2544,Terrible,61ff28b5a2e39134
2545,Below Average,1e305676e10845cc
2546,Great,5f122778b5727766
2547,Bad,cb9dbaab7a876c54
2548,Below Average,1e71cafe20263a0c
2549,Horrible,ca38b40b80caa648
2550,Good,b9870c5d7c11a65a
2551,Terrible,21d39b53599d1649
2552,Below Average,1b6fb27980527b93
2553,Good,da3598a80d953a65
2554,Horrible,6ec43b9a6eb6d597
2555,Abysmal Failure,d7785e41fe3266cf
2556,Average,2cd3a43f4d7123bd
2557,Above Average,ee4fd8c6ff4176ff
2558,Average,e5f302dba5459b58
2559,Above Average,be17ddb3de5850b4
2560,Abysmal Failure,b2195d22f4a19135
2561,Horrible,dc9867ea15edb075
2562,Outstanding,dbee232b1a62927b
2563,Bad,b113d0c8de1ec42f
2564,Bad,9629c9806db98ac7
2565,Bad,11bfd0ae53e2005e
2566,Above Average,0030d2354a9ea7dd
2567,Unsatisfactory,97291dd6937e3def
2568,Horrible,d667ef77e12d9ee0
2569,Abysmal Failure,18edad04b4db3abd
2570,Abysmal Failure,5748c8cff9895158
2571,Good,49e635819b2de70a
2572,Unsatisfactory,5894d76dafe025c1
2573,Average,2cd99141c2b83595
2574,Unsatisfactory,fae73a45e4d2cf14
2575,Horrible,eb7b55c40a5c3346
2576,Bad,e3b3456fc941177f
2577,Perfect,1deb26f2c05673df
2578,Good,ce8147e062444095
2579,Below Average,966de60713ec5c45
2580,Terrible,b62229711df0ea8e
2581,Failure,feba2f59728a089f
2582,Bad,830f25004c9700e9
2583,Great,6a7d96f6bada1808
2584,Above Average,87258c92d72aec50
2585,Perfect,9c08b1320e87aa1f
2586,Perfect,9658c968c9a17170
2587,Failure,54cf8841e6a0540a
2588,Horrible,8b567de0dd4b12c7
2589,Below Average,4bcc14d607cf4227
2590,Terrible,c2b1a79174d8f08f
2591,Perfect,4435922d50066b6a
2592,Excellent,5a8f8e25ecc94d03
2593,Horrible,3a83bb6f851c3af3
2594,Above Average,0bc784135d30b5b5
2595,Good,3e272eccdde23ce0
2596,Great,499a625a140f1797
2597,Good,7fd56e0750e0ed58
2598,Failure,05b2934863d5980a
2599,Horrible,979501fef758b119
2600,Horrible,16912c00317bedf7
2601,Great,42cb0d45320ebec2
2602,Perfect,7b8f4c6bd5c947e3
2603,Good,f1db40a42b9ee116
2604,Above Average,c1e6ebf57843b352
2605,Average,d040983961c33dda
2606,Above Average,d90bd848585f1b62
2607,Unsatisfactory,32d41aafa120b8a2
2608,Above Average,3330cff8761a0da5
2609,Abysmal Failure,1e06f2101ab07fea
2610,Perfect,3e8b603e2f4ac619
2611,Unsatisfactory,392f989abe2c4236
2612,Perfect,2b54c70b914a87cc
2613,Perfect,a4086c925bb76bdc
2614,Terrible,614b9273ceb83fc4
2615,Unsatisfactory,679f1a916d638c7f
2616,Above Average,0a5436b619e74032
2617,Average,46470dbc5095939e
2618,Excellent,b08da2e45011bbe8
2619,Great,77691bb6a6544848
2620,Perfect,d15ad739e8c165a8
2621,Good,3ce4d8fd571a395a
2622,Terrible,14593bca6877075c
2623,Average,3746e547898e68d8
2624,Bad,794735ecefee93d2
2625,Excellent,dfdaf9d954b0d6bd
2626,Excellent,2af0f0c2c522d9c2
2627,Average,f656d165127d3b59
2628,Failure,ec27df0f78b3ccc0
2629,Good,6fb6bb9c0c470c85
2630,Average,fe4de6ef4805dabf
2631,Bad,1f9e29390995da95
2632,Average,5d32c32bae3b8748
2633,Great,d8624824ee67c7fa
2634,Outstanding,1c20ae18c060a35f
2635,Good,46b33abacb2a63a7
2636,Failure,6f9c48ccd56d3e92
2637,Horrible,57cdfad639bc4db9
2638,Good,cf727dd23d9fe19a
2639,Good,2e1d75cc3c301347
2640,Perfect,24058fe01a188bc5
2641,Average,ed1989be36ca1342
2642,Bad,db27385f285fc06a
2643,Failure,fbe5015cd9a04ab8
2644,Unsatisfactory,35819449ee30443d
2645,Bad,80a3957fa525764b
2646,Terrible,078e7e503a7d2d8a
2647,Above Average,f1cb8ef70907c5e0
2648,Horrible,e2f6f752ce47ecc7
2649,Perfect,4535c59941dfa477
2650,Abysmal Failure,816f946d50ea5f6d
2651,Outstanding,dbacdc89dee06f6f
2652,Average,26a949502aa6c5c7
2653,Excellent,78a64256cda0e741
2654,Bad,d7d674e4fc48bb7e
2655,Above Average,4e1899a8659b5558
2656,Average,e4b4cb01d6ce9428
2657,Failure,5518a7931d5d72eb
2658,Perfect,fdc0ba3d3b1e1c8a
2659,Below Average,e42bb33ea05b1fd7
2660,Above Average,e340c7a3a1f0ed55
2661,Failure,fbc3ebcfb43f63fa
2662,Average,177ec2ef09bb1ca6
2663,Great,99e357e97f4c4c51
2664,Terrible,cc2eb0a2ba85da3f
2665,Great,ec30d98aec52a812
2666,Bad,4cbc9aacfd6d08d0
2667,Average,b0fe1ccf9c5076ae
2668,Perfect,f4168963a2ea9a3a
2669,Excellent,31794354e73bb255
2670,Below Average,394c8d361077c152
2671,Bad,613dca9e15ebdb9b
2672,Abysmal Failure,de3a2324cb6a7172
2673,Excellent,648b12e0b3cd34cc
2674,Perfect,b41f3247be996bcc
2675,Below Average,d2cea156832b997b
2676,Horrible,aac9e50ca82c71cf
2677,Abysmal Failure,e6bb05b9604b34ed
2678,Terrible,565e4a51bfd73e73
2679,Below Average,6d54d32d6ffaf7e2
2680,Below Average,859cb635025281fc
2681,Perfect,c0264787ef6d9c04
2682,Horrible,452e756fb723098f
2683,Below Average,2162e5ba09e993e1
2684,Below Average,4a310420949ca2ff
2685,Above Average,73f711931ae2da32
2686,Horrible,457d2bff0dbb1651
2687,Excellent,c2b5dd6564947283
2688,Great,f9b186db64b2da0c
2689,Average,e76b8575978b2c26
2690,Failure,7e3ec7e2d781804a
2691,Terrible,52bb9397e3b41d62
2692,Outstanding,3d95f901a1a9e2c5
2693,Outstanding,c8e7774f48741077
2694,Great,ab54adbf745d52eb
2695,Great,15158a657e05b43a
2696,Terrible,4b86cfb9ac35f3be
2697,Average,3a3812919e921506
2698,Outstanding,15ca577db12debbf
2699,Below Average,a86d7293c38e893e
2700,Bad,2fb52577071a1d4a
2701,Below Average,675a3305c04a6082
2702,Abysmal Failure,cc475ffb7e8b9907
2703,Above Average,7a8a2ba8a0ea2a91
2704,Above Average,314c13d5d8fd3ff0
2705,Unsatisfactory,baf47a9673a9612d
2706,Outstanding,939726fa1632edff
2707,Abysmal Failure,84d7e74996be78da
2708,Outstanding,f2243c4c6f46fedd
2709,Excellent,05016e120fb60b93
2710,Horrible,8ae831f27a2cd5d3
2711,Terrible,05dfcda3d32a39ed
2712,Great,5666cc149c80e7f8
2713,Outstanding,3da13ed3270548f7
2714,Abysmal Failure,539cf1ce04ea22a8
2715,Terrible,5ff12c81fd186703
2716,Horrible,65540d0a812e2a55
2717,Outstanding,b5a0858ef5e32469
2718,Average,16d8bf712f06f9ca
2719,Horrible,6a9f136cc76df070
2720,Horrible,ebade58518ee87c1
2721,Below Average,6ead7a990245cfc3
2722,Excellent,f2130b70b2e38166
2723,Average,8db22359aa69c798
2724,Average,36e60660f443a2b8
2725,Perfect,903862a495d1f837
2726,Great,fc6f6b8d8a4cf666
2727,Unsatisfactory,2e1c829c402c1859
2728,Above Average,89dfac9855d8e90c
2729,Terrible,d827b8fd8deac183
2730,Horrible,d5bb6faabb114495
2731,Abysmal Failure,2117693c26dad030
2732,Terrible,37c9d66f66757c05
2733,Abysmal Failure,c921099ae0c6bf3a
2734,Above Average,33e1f39c51109d5d
2735,Average,5b212dd6b639c0c4
2736,Above Average,085f6c1b8fae5e00
2737,Terrible,71f2d52a8cfd422e
2738,Failure,18d78b2d3df33053
2739,Failure,442704e1fd27f7a0
2740,Good,668d2d207c1a5cdc
2741,Excellent,f813c4c8342a9441
2742,Unsatisfactory,07c76b02bd8fe526
2743,Horrible,89857bd1361d4dd9
2744,Excellent,3c80fa9f0da15b44
2745,Terrible,2c6299a22ac42e55
2746,Horrible,b7900cf70d15248e
2747,Failure,3d051edf778b22d8
2748,Horrible,c384b7fb3e5ba439
2749,Horrible,ffc647adc8d40c8a
2750,Terrible,3c358fed79e1ab05
2751,Abysmal Failure,5a80e27b15bab721
2752,Unsatisfactory,ac65126d19e6bcbb
2753,Terrible,042f01e9d6c58b82
2754,Outstanding,d17ad87b230c1014
2755,Perfect,eef3e7c3a39074c8
2756,Horrible,41a2f272e6b8f8a4
2757,Great,10b415b2a5cd5073
2758,Great,d05b4adcfcc2380c
2759,Good,fc1a6bfd733979f3
2760,Unsatisfactory,f4d9c95f00925b1a
2761,Below Average,9ed9cb3d1a84f7ff
2762,Below Average,71ede6016d84354f
2763,Below Average,75863275c4242b90
2764,Average,a8a1fed7e6c37980
2765,Excellent,c7d46121b89a62a7
2766,Below Average,10dc3a74d7df47a5
2767,Bad,fc3080fd71f96b7f
2768,Failure,b25cd93f8f5e5b82
2769,Perfect,f5a8d995ac025828
2770,Good,8eb234f0ec2e326e
2771,Great,7f46f2c3654c81cd
2772,Average,72dfe6b47495e1f7
2773,Excellent,77e985b549dacf00
2774,Below Average,7e5f947d0d8ac560
2775,Failure,ee4294db48cffc53
2776,Failure,31db6b615ffc9825
2777,Perfect,e0bdb320aade160e
2778,Below Average,b660f78f8862a1d1
2779,Great,fe960a0ccb595e91
2780,Good,5c6b650c0837530a
2781,Bad,cc641eaa37ed9bfc
2782,Bad,5dd642f403505100
2783,Horrible,eb60fbde5d55c91a
2784,Outstanding,480c6774287cb4b8
2785,Unsatisfactory,a0faab05c0448966
2786,Average,f2a4ac655c1dcd6d
2787,Great,4d2186ab8dd8a4d5
2788,Great,e95bfcdc6e4cf30c
2789,Great,9c921acee9bf476d
2790,Average,c5669e582e850e32
2791,Good,996104c1673f6ae7
2792,Excellent,84fb08a29338b074
2793,Horrible,03989680887f7e94
2794,Great,69be68f7d8d3f546
2795,Perfect,c23665013b73ce2f
2796,Terrible,cb245b226cf0e9f8
2797,Failure,708860b512746a95
2798,Perfect,d8ca0405c36e4029
2799,Excellent,e2b844433b02e022
2800,Great,04d7ce87809ffe98
2801,Good,b012e7f5dce81ea8
2802,Average,bf6f379789c888c0
2803,Outstanding,41bbb5ee42165277
2804,Good,3745f8a22d6e0666
2805,Failure,29567030336762cf
2806,Good,b19d936162b467ef
2807,Good,dc266b66986d7e25
2808,Failure,9be201dc8d96b172
2809,Great,6f7f9babdb2e782d
2810,Outstanding,8d53e8569e67274f
2811,Average,777d88adc94f940d
2812,Bad,06b869bc3c291077
2813,Perfect,c708e71e5b91125f
2814,Great,740f567a5b1ac062
2815,Great,27c53ec8bf70dff0
2816,Great,3b7e18c1920f45b2
2817,Failure,3c8b444227838b2d
2818,Horrible,547b9307b8053057
2819,Great,1841101198eba468
2820,Excellent,0bc82033815e42f1
2821,Good,4d06e80aa1a8763c
2822,Great,bf71414b10b5a571
2823,Below Average,87971df4c31411da
2824,Unsatisfactory,3c9e69ecc3c9cc76
2825,Average,9ed1b7e2f07df7ef
2826,Terrible,fc9a04321529b3a1
2827,Good,20becd1c2e0f7a8f
2828,Unsatisfactory,87404e0036a80801
2829,Average,ca85b5fcb1483f06
2830,Horrible,f592a1c5d39c36b8
2831,Unsatisfactory,48ff19d68312fc09
2832,Great,11022810022c332f
2833,Excellent,680ee54339700a49
2834,Failure,a573ca8c723bed76
2835,Terrible,1675b5964519e2c6
2836,Perfect,c26d9832e3fe26c6
2837,Above Average,54aba598b37a876c
2838,Failure,9e925d23cd179306
2839,Above Average,c777f7c2db0256a1
2840,Great,8bd328af6c62131d
2841,Abysmal Failure,cac33f92aa333316
2842,Great,e5f4d18087f44d5c
2843,Excellent,89671ef10ee96801
2844,Outstanding,a41beb3dd30e4ea6
2845,Abysmal Failure,ecdc30a408d0f6b7
2846,Bad,5e122cc4b94fbc6f
2847,Perfect,5a6cff250d7e45ac
2848,Below Average,a105031f41f9fa54
2849,Perfect,ff0d75a807cfd732
2850,Failure,c397dd6a636e4ffe
2851,Terrible,3d29cefd4db26a95
2852,Bad,be76195a537422bc
2853,Terrible,1c44b0a54f9cdaf7
2854,Average,6250ba2ed7ae4c45
2855,Horrible,998a929feb3bdccd
2856,Bad,336b876e690ac550
2857,Perfect,6e7ee4fb4e530c3a
2858,Abysmal Failure,9ddc4e5c1d49128c
2859,Terrible,df3ae97233eccc7b
2860,Good,6430c0a781c6f93a
2861,Outstanding,7f11cf9a88383b3e
2862,Below Average,15cfae3577f57434
2863,Terrible,503a96c92b787e5e
2864,Abysmal Failure,dc39bbcb04c69346
2865,Bad,b4f192c58b97eda7
2866,Above Average,579e21add2ef6b2e
2867,Horrible,83b6178ac40e2289
2868,Average,71e02f7177dab553
2869,Failure,4e6c14370229e4f2
2870,Abysmal Failure,4e441ecbdd07450c
2871,Unsatisfactory,f06820aa8a09ef19
2872,Failure,5ea638d0999d81c2
2873,Average,31b81444d0b9070c
2874,Outstanding,e7df569016c0b876
2875,Excellent,26a12664dbb0737d
2876,Bad,cb4b26de1cd82fbe
2877,Failure,7f51386ece8afdc9
2878,Average,b1031ec55814063a
2879,Perfect,c305c5db0b47183a
2880,Above Average,62f60445008793f4
2881,Terrible,e75294b328793c93
2882,Outstanding,4c8462077b3e321d
2883,Outstanding,b0e5e8279376fcec
2884,Excellent,dee0b9d80494720e
2885,Unsatisfactory,6d82242ebbbce3dc
2886,Horrible,683bf7b2114b5a5e
2887,Unsatisfactory,ebfc0739dbe68dd7
2888,Excellent,55f16c2bd2d30d93
2889,Horrible,ca60372bdad88fa7
2890,Below Average,ae2b39b33cae1996
2891,Above Average,920e79f9da2d8d83
2892,Outstanding,99590cc45a8fa303
2893,Above Average,b53a4934d90ec38d
2894,Above Average,e0815830d8da60ce
2895,Good,8fd4d4b39b1cfad7
2896,Outstanding,e4f2ec02ba08c15e
2897,Bad,a6eba72fc30afdc8
2898,Horrible,fc06c5f45c59a8e9
2899,Unsatisfactory,8be45e32652b04e7
2900,Above Average,62c629b7c2f61e19
2901,Abysmal Failure,64176ae85c47f5c9
2902,Excellent,5c737a7101c6bd3d
2903,Failure,ab5cc51eb70117ac
2904,Below Average,30206a72eb90bdf0
2905,Abysmal Failure,d7d97d4a80fe5fed
2906,Outstanding,290da4254db2e9a6
2907,Above Average,5da9a2d936375351
2908,Unsatisfactory,4cd8ff453ca7a518
2909,Terrible,6a788e533ac5e640
2910,Abysmal Failure,32348ecdd8c963c6
2911,Good,e5c1bb64d2732f7b
2912,Horrible,b4f87fcb900c6358
2913,Unsatisfactory,604755233800032b
2914,Perfect,a2f725a96a2f1030
2915,Perfect,e4bdd4f90c4c8b89
2916,Perfect,abc1aeb3d8b1b0b9
2917,Abysmal Failure,efe09cd3ad2b1d20
2918,Below Average,804c896f268ad44c
2919,Bad,0581dffd67fb99f9
2920,Average,5e7c7a55f6c6d5b9
2921,Below Average,4906f4a8a3e3c08b
2922,Abysmal Failure,0b640b762dee0fc2
2923,Horrible,5416648841953059
2924,Abysmal Failure,8a034286855ed2cd
2925,Outstanding,717a00910773d1be
2926,Good,6f5331b96b45e98e
2927,Great,b4628285fb1e4bdf
2928,Average,a0772bdb16502893
2929,Great,e8c231239858257d
2930,Good,e62ec68e2f01e490
2931,Below Average,a55895d8f7e881da
2932,Terrible,b09a0542348340cc
2933,Below Average,207c0ba83b3a3df7
2934,Below Average,9f5ebdff26148227
2935,Outstanding,54f38fb62867edf4
2936,Outstanding,9a15bf55b97010e9
2937,Excellent,e19eadd3609f9d2b
2938,Abysmal Failure,eead254e51ab6a5b
2939,Failure,5b13678eeae923de
2940,Excellent,accd995e7e993d97
2941,Average,f54dbe907f5dafef
2942,Horrible,cdaa01f8cb172dc6
2943,Average,a766a4c17a3708ba
2944,Good,8242d85e16a6785f
2945,Horrible,eb2e8be0e6749016
2946,Good,8138f49d98efe21e
2947,Abysmal Failure,4fb7d3ea7db59367
2948,Good,c29fede197b0be6d
2949,Abysmal Failure,db28fa2e88b47809
2950,Failure,f4e4446d5ee42beb
2951,Average,3857b42e571abd10
2952,Bad,2d62cd7124951e3a
2953,Unsatisfactory,c34c407e8d3900f4
2954,Outstanding,1300b7aff854d932
2955,Failure,d153545e1d97585d
2956,Abysmal Failure,4536c35e58ab60b5
2957,Terrible,73551bb465797bbe
2958,Unsatisfactory,401b6791e801b565
2959,Average,60cc1dc2c2b68624
2960,Unsatisfactory,b3bf6315594b283d
2961,Excellent,1e5724539e1ee4bc
2962,Outstanding,434b507e5fccd28b
2963,Good,847a6bd4e4cd1794
2964,Average,89a03d4a8dc3d423
2965,Abysmal Failure,32a7f80256eb5883
2966,Perfect,594351ff1c9e05c9
2967,Good,2177a92c1cd8a156
2968,Horrible,b9a518132fd9c0fe
2969,Good,516bf2c816a513d3
2970,Failure,a1bde5d69bf7c22f
2971,Below Average,ac796fd82d8bd470
2972,Great,be856b9340a57f67
